S K T
Phone No: 9150366098


Cash and Bank Statement
Dated: 2023-04-01-2024-03-31


Date,Type,Txn No,Party,Invoice numbers,Mode,Paid,Received,Balance
2023-07-13,Expense,1585,"","",Cash,2500.0,0,-
2023-07-12,Expense,1584,"","",Cash,50.0,0,-
2023-07-12,Add Money,117,"","",Cash,0,3000.0,-
2023-07-12,Reduce Money,110,"","",Bank,3000.0,0,-
2023-07-12,Add Money,116,"","",Cash,0,3000.0,-
2023-07-12,Reduce Money,109,"","",Cash,3000.0,0,-
2023-07-12,Expense,1583,"","",Cash,230.0,0,-
2023-07-12,Expense,1582,"","",Cash,250.0,0,-
2023-07-12,Expense,1581,"","",Cash,100.0,0,-
2023-07-12,Expense,1580,"","",Cash,610.0,0,-
2023-07-11,Expense,1579,"","",Cash,40.0,0,-
2023-07-11,Expense,1578,"","",Cash,250.0,0,-
2023-07-11,Expense,1577,"","",Cash,1800.0,0,-
2023-07-11,Payment-in,1013,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001377, SKT001357",Cash,0,12123.0,-
2023-07-11,Payment-out,437,"JAIPUR TEXTILES , JAIPUR,",482,Online,11808.0,0,-
2023-07-11,Payment-out,436,"RAMDEV TRADING COMPANY , AHMEDABAD",465,Online,8400.0,0,-
2023-07-11,Payment-out,435,"JAIPUR TEXTILES , JAIPUR,",482,Cash,12123.0,0,-
2023-07-11,Payment-out,434,"JAIPUR TEXTILES , JAIPUR,","482, 474",Online,777.0,0,-
2023-07-11,Payment-out,433,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","484, 483, 479, 467, 466, 447",Cash,200000.0,0,-
2023-07-11,Payment-out,432,"ASHOKAA. , Komarapalayam",463,Online,13673.0,0,-
2023-07-11,Payment-out,431,"R S TEXTILES , AMBEDKAR NAGAR U.P","442, 424",Cash,24200.0,0,-
2023-07-11,Payment-out,430,"RAMDEV TRADING COMPANY , AHMEDABAD","465, 434",Cash,28400.0,0,-
2023-07-11,Payment-out,429,"K.L.M TEXTILES , Erode","",Online,46620.0,0,-
2023-07-10,Expense,1576,"","",Bank,30.0,0,-
2023-07-10,Expense,1575,"","",Cash,40.0,0,-
2023-07-10,Expense,1574,"","",Cash,210.0,0,-
2023-07-10,Payment-in,1012,"SHREE RAJAGANAPATHY TEXTILES , Madurai","SKT001509, SKT001491",Online,0,9800.0,-
2023-07-10,Payment-in,1011,"BALAJI CAP HOUSE, Chennai",SKT001529,Cash,0,10000.0,-
2023-07-10,Expense,1573,"","",Bank,15000.0,0,-
2023-07-10,Payment-in,1010,"R. K MARKETING , MADURANTAKAM","SKT001489, SKT001030",Online,0,4650.0,-
2023-07-10,Payment-in,1009,"LABDHEE ENTERPRISES , Chennai","SKT001482, SKT001454",Cash,0,4700.0,-
2023-07-10,Expense,1572,"","",Cash,800.0,0,-
2023-07-10,Expense,1571,"","",Cash,3500.0,0,-
2023-07-10,Expense,1570,"","",Cash,50.0,0,-
2023-07-10,Expense,1569,"","",Cash,600.0,0,-
2023-07-08,Expense,1568,"","",Cash,120.0,0,-
2023-07-08,Expense,1567,"","",Cash,140.0,0,-
2023-07-08,Expense,1566,"","",Cash,30.0,0,-
2023-07-08,Expense,1565,"","",Cash,520.0,0,-
2023-07-08,Expense,1564,"","",Cash,700.0,0,-
2023-07-07,Payment-in,1008,"SANTHOSH PLASTICS , TINDIVANAM","SKT001353, SKT001315",Cash,0,15000.0,-
2023-07-07,Expense,1563,"","",Cash,140.0,0,-
2023-07-07,Expense,1562,"","",Cash,250.0,0,-
2023-07-07,Expense,1561,"","",Cash,60.0,0,-
2023-07-06,Expense,1560,"","",Cash,210.0,0,-
2023-07-06,Expense,1559,"","",Cash,60.0,0,-
2023-07-06,Payment-in,1007,"AMBIKA FANCY STORE, Chidambaram","SKT001458, SKT001410, SKT001309",Cash,0,15000.0,-
2023-07-06,Payment-in,1006,"SRI MAHALAKSHMI FANCY , MAYAVARAM, MAYILADUTHURAI",SKT001346,Cash,0,5000.0,-
2023-07-06,Payment-in,1005,"RAJASTHAN TRADING , MAYAVARAM, MAYILADUTHURAI",SKT001452,Cash,0,4200.0,-
2023-07-06,Payment-in,1004,"KAVITA STORES , Karaikal, Puducherry","SKT001427, SKT001373",Cash,0,30000.0,-
2023-07-06,Payment-in,1003,"SANJAY FANCY STORE , Nagapattinam","SKT001462, SKT001397",Cash,0,20000.0,-
2023-07-05,Payment-in,1002,"SANGEETHA FASHIONS , THANJAVUR","SKT001498, SKT001432",Cheque,0,15000.0,-
2023-07-05,Payment-in,1001,"RAMDEV NOVELTY , THANJAVUR,","SKT001415, SKT001231, SKT001187",Cash,0,26000.0,-
2023-07-05,Payment-in,1000,"BISMI CUT PIECE, THANJAUR","SKT001407, SKT001365",Cash,0,25000.0,-
2023-07-05,Payment-in,999,"RANUJA FANCY STORE , MANNARGUDI","SKT001446, SKT001378",Cash,0,7700.0,-
2023-07-05,Expense,1558,"","",Cash,40.0,0,-
2023-07-05,Payment-in,998,"MAHALAKSHMI FANCY STORE , MANNARGUDI","SKT001448, SKT001066",Cash,0,22000.0,-
2023-07-05,Expense,1557,"","",Cash,5510.0,0,-
2023-07-05,Expense,1556,"","",Cash,60.0,0,-
2023-07-05,Expense,1555,"","",Cash,140.0,0,-
2023-07-05,Payment-in,997,Gayathri bangles. Thiruvarur,"SKT001400, SKT001351",Cash,0,10400.0,-
2023-07-05,Payment-in,996,"LABDHEE ENTERPRISES , Chennai","SKT001454, SKT001380",Cash,0,1260.0,-
2023-07-05,Payment-in,995,"SRI DHANALAKSHMI FANCY STORE , THIRUTHURAIPOONDI","SKT001450, SKT001368, SKT001347",Cash,0,15000.0,-
2023-07-05,Payment-in,994,"JAI BHAVANI , Thiruthuraipoondi","SKT001434, SKT001311",Cash,0,7000.0,-
2023-07-04,Payment-in,993,"SHUNDA TRADERS , Salem","SKT001228, SKT001168",Online,0,25000.0,-
2023-07-04,Payment-in,992,"ANANTHAM TEXTILES, Pattukottai",SKT001091,Cash,0,10000.0,-
2023-07-04,Payment-in,991,"BISMI CUT PIECE, PATTUKOTTAI","SKT001297, SKT001239",Cash,0,20000.0,-
2023-07-04,Payment-out,428,"STAR &CO , METUPALAYAM, Coimbatore,",485,Online,6000.0,0,-
2023-07-04,Expense,1554,"","",Cash,60.0,0,-
2023-07-04,Expense,1553,"","",Cash,60.0,0,-
2023-07-04,Expense,1552,"","",Cash,210.0,0,-
2023-07-04,Expense,1551,"","",Cash,170.0,0,-
2023-07-04,Expense,1550,"","",Cash,760.0,0,-
2023-07-04,Expense,1549,"","",Cash,600.0,0,-
2023-07-04,Expense,1548,"","",Cash,440.0,0,-
2023-07-04,Expense,1547,"","",Cash,1050.0,0,-
2023-07-04,Payment-in,990,"LABDHEE ENTERPRISES , Chennai",SKT001380,Cash,0,1950.0,-
2023-07-03,Expense,1546,"","",Bank,90.0,0,-
2023-07-03,Payment-in,989,HANEEFA TEXTILES,"SKT001408, SKT001392",Online,0,23872.0,-
2023-07-03,Expense,1545,"","",Cash,280.0,0,-
2023-07-03,Expense,1544,"","",Cash,10000.0,0,-
2023-07-03,Expense,1543,"","",Cash,250.0,0,-
2023-07-03,Expense,1542,"","",Cash,250.0,0,-
2023-07-03,Expense,1541,"","",Bank,2438.0,0,-
2023-07-03,Expense,1540,"","",Cash,220.0,0,-
2023-07-03,Payment-in,988,"SANTHOSH TOYS & GIFTS , VRIDDHACHALAM-,",SKT001492,Cash,0,2500.0,-
2023-07-01,Expense,1539,"","",Cash,290.0,0,-
2023-07-01,Expense,1538,"","",Cash,3300.0,0,-
2023-07-01,Expense,1537,"","",Bank,15.0,0,-
2023-07-01,Expense,1536,"","",Cash,60.0,0,-
2023-07-01,Expense,1535,"","",Cash,230.0,0,-
2023-07-01,Payment-in,987,"37 CREATIONS, Chennai",SKT001495,Online,0,4000.0,-
2023-07-01,Payment-out,427,"JAIPUR TEXTILES , JAIPUR,",474,Online,11340.0,0,-
2023-07-01,Payment-out,426,"JAIPUR TEXTILES , JAIPUR,","474, 470",Online,13500.0,0,-
2023-07-01,Payment-out,425,"JAIPUR TEXTILES , JAIPUR,",470,Online,27000.0,0,-
2023-07-01,Payment-out,424,"NANAK TRADERS(KUNAL),  AHMEDABAD","462, 420, 333",Online,44250.0,0,-
2023-07-01,Add Money,115,"","",Bank,0,14450.0,-
2023-07-01,Reduce Money,108,"","",Cash,14450.0,0,-
2023-07-01,Add Money,114,"","",Bank,0,40500.0,-
2023-07-01,Reduce Money,107,"","",Cash,40500.0,0,-
2023-07-01,Add Money,113,"","",Cash,0,40600.0,-
2023-07-01,Reduce Money,106,"","",Cash,40600.0,0,-
2023-07-01,Payment-in,986,"MK DECORS , Chennai",SKT001472,Online,0,6235.0,-
2023-07-01,Add Money,112,"","",Bank,0,70000.0,-
2023-07-01,Reduce Money,105,"","",Cash,70000.0,0,-
2023-06-30,Payment-out,423,"JAIPUR TEXTILES , JAIPUR,","470, 459",Online,22680.0,0,-
2023-06-30,Expense,1534,"","",Cash,950.0,0,-
2023-06-30,Expense,1533,"","",Cash,300.0,0,-
2023-06-30,Expense,1532,"","",Cash,200.0,0,-
2023-06-30,Expense,1531,"","",Cash,190.0,0,-
2023-06-30,Expense,1530,"","",Cash,60.0,0,-
2023-06-30,Expense,1529,"","",Cash,750.0,0,-
2023-06-30,Payment-out,422,"BANKE BIHARI METAL WORKS ,Aligarh","468, 451, 450, 427, 414, 412, 395",Cash,200000.0,0,-
2023-06-29,Expense,1525,"","",Cash,140.0,0,-
2023-06-29,Expense,1524,"","",Cash,200.0,0,-
2023-06-29,Payment-in,985,"PREM BANGLES , PANRUTI","",Cash,0,15900.0,-
2023-06-29,Payment-in,984,"SRI MAHADEV BANGLE STORE , VIRUDACHALAM","SKT002209, SKT002146",Cash,0,5000.0,-
2023-06-29,Payment-in,983,RAJARAM BANGLES. JAYANKONDAM,"SKT001376, SKT001288",Cash,0,25000.0,-
2023-06-28,Expense,1528,"","",Cash,80.0,0,-
2023-06-28,Expense,1527,"","",Cash,200.0,0,-
2023-06-28,Expense,1526,"","",Cash,140.0,0,-
2023-06-28,Payment-in,982,"MAHAVEER BANGLE STORE , THURAIYUR",SKT001232,Cash,0,9000.0,-
2023-06-28,Payment-in,981,"SUNDHA FANCY STORE , THURAIYUR",SKT001340,Cash,0,20000.0,-
2023-06-28,Payment-in,980,"HITHALI BANGLE STORE , CUDDALORE",SKT001488,Cheque,0,890.0,-
2023-06-28,Payment-out,421,"RSC TEXTILES , SOLAPUR-",471,Cheque,43470.0,0,-
2023-06-28,Payment-in,979,"SRI RAM ENTERPRISES , Karnataka,",SKT001466,Cheque,0,15330.0,-
2023-06-27,Payment-in,978,"SHIVA SHAKTI BANGLES , TINDIVANAM","SKT001053, SKT001052",Cash,0,15000.0,-
2023-06-27,Payment-in,977,"BALAJI NOVELTY , Tindivanaam",SKT001214,Cash,0,15000.0,-
2023-06-27,Expense,1523,"","",Cash,20.0,0,-
2023-06-27,Expense,1522,"","",Cash,210.0,0,-
2023-06-27,Expense,1521,"","",Cash,500.0,0,-
2023-06-27,Expense,1520,"","",Cash,279.0,0,-
2023-06-27,Expense,1519,"","",Cash,220.0,0,-
2023-06-27,Payment-in,976,"AJ TEXTILES , Villupram","",Cash,0,13700.0,-
2023-06-27,Payment-in,975,"HITHALI BANGLE STORE , CUDDALORE",SKT001488,Cheque,0,5000.0,-
2023-06-27,Payment-in,974,"KAVERI BANGLES STORE , THIRUVANNAMALAI","",Cash,0,10000.0,-
2023-06-27,Payment-in,973,BISMI CUT PIECE. Thiruvannamalai,SKT001252,Cash,0,25000.0,-
2023-06-27,Payment-in,972,"SHREE MAHAVEER STORE , TIRUKOVILUR","",Cash,0,40000.0,-
2023-06-27,Payment-in,971,"SHREE MAHAVEER STORE , TIRUKOVILUR","",Cash,0,1500.0,-
2023-06-26,Expense,1518,"","",Cash,80.0,0,-
2023-06-26,Expense,1517,"","",Cash,2000.0,0,-
2023-06-26,Payment-in,970,"SONA BANGLES , Kallakurichi","SKT001555, SKT001470, SKT001437",Cash,0,30000.0,-
2023-06-26,Payment-in,969,"RAJA CUT PIECE , KALLAKURICHI","SKT001381, SKT001289",Online,0,5000.0,-
2023-06-26,Payment-in,968,"K RAJ BANGLES STORE , KALLAKURICHI","",Cash,0,20000.0,-
2023-06-26,Payment-in,967,"KRISHNA NOVELTY , Attur","SKT001251, SKT001123",Cash,0,15000.0,-
2023-06-24,Reduce Money,104,"","",Bank,35.0,0,-
2023-06-24,Expense,1516,"","",Cash,30.0,0,-
2023-06-24,Expense,1515,"","",Cash,140.0,0,-
2023-06-24,Expense,1514,"","",Cash,300.0,0,-
2023-06-24,Payment-out,420,"ANUSRI TEX ,KOMARAPALAYAM",476,Online,24662.0,0,-
2023-06-24,Payment-out,419,"ANUSRI TEX ,KOMARAPALAYAM",476,Online,8000.0,0,-
2023-06-24,Payment-out,418,"HIRA MOTI MILLS , AHMEDABAD",381,Online,7918.0,0,-
2023-06-24,Add Money,111,"","",Bank,0,2800.0,-
2023-06-24,Reduce Money,103,"","",Cash,2800.0,0,-
2023-06-23,Expense,1513,"","",Cash,30.0,0,-
2023-06-23,Expense,1512,"","",Cash,30.0,0,-
2023-06-23,Expense,1511,"","",Cash,1000.0,0,-
2023-06-23,Expense,1510,"","",Bank,2306.0,0,-
2023-06-23,Expense,1509,"","",Cash,70.0,0,-
2023-06-23,Expense,1508,"","",Cash,60.0,0,-
2023-06-22,Expense,1507,"","",Cash,40.0,0,-
2023-06-22,Expense,1506,"","",Cash,620.0,0,-
2023-06-22,Expense,1505,"","",Cash,70.0,0,-
2023-06-21,Expense,1504,"","",Cash,210.0,0,-
2023-06-21,Expense,1503,"","",Cash,50.0,0,-
2023-06-21,Expense,1502,"","",Cash,500.0,0,-
2023-06-21,Expense,1501,"","",Cash,650.0,0,-
2023-06-21,Payment-in,966,"SHREE RAJAGANAPATHY TEXTILES , Madurai",SKT001491,Online,0,25000.0,-
2023-06-21,Payment-in,965,"AJ TEXTILES , Villupram","SKT001358, SKT001317",Online,0,27328.0,-
2023-06-21,Payment-in,964,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001357, SKT001345, SKT001342, SKT001330, SKT001327, SKT001301",Cash,0,73000.0,-
2023-06-20,Expense,1500,"","",Cash,60.0,0,-
2023-06-20,Expense,1499,"","",Cash,60.0,0,-
2023-06-20,Expense,1498,"","",Cash,560.0,0,-
2023-06-20,Payment-out,417,"ANUSRI TEX ,KOMARAPALAYAM","",Online,15450.0,0,-
2023-06-20,Payment-out,416,"BALAMURUGAN TEXTILES , Erode","400, 385",Online,27601.0,0,-
2023-06-20,Payment-in,963,"SHREE RAJAGANAPATHY TEXTILES , Madurai",SKT001491,Online,0,25000.0,-
2023-06-20,Expense,1497,"","",Cash,310.0,0,-
2023-06-20,Expense,1496,"","",Cash,550.0,0,-
2023-06-20,Expense,1495,"","",Cash,1200.0,0,-
2023-06-20,Expense,1494,"","",Cash,1800.0,0,-
2023-06-19,Payment-in,962,"S. SEKAR TEXTILES , Chennai","SKT001260, SKT001223, SKT001191, SKT001071",Online,0,16330.0,-
2023-06-19,Add Money,110,"","",Bank,0,12000.0,-
2023-06-19,Reduce Money,102,"","",Cash,12000.0,0,-
2023-06-19,Payment-in,961,"RAJA CUT PIECE , KALLAKURICHI",SKT001289,Online,0,5000.0,-
2023-06-19,Expense,1493,"","",Cash,100.0,0,-
2023-06-17,Payment-out,415,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","466, 458, 449",Cash,100000.0,0,-
2023-06-17,Expense,1492,"","",Cash,150.0,0,-
2023-06-17,Payment-in,960,"PATEL IMPEX , Chennai",SKT001486,Cash,0,720.0,-
2023-06-17,Expense,1491,"","",Cash,70.0,0,-
2023-06-17,Expense,1490,"","",Cash,50.0,0,-
2023-06-17,Expense,1489,"","",Cash,1500.0,0,-
2023-06-17,Expense,1488,"","",Cash,60.0,0,-
2023-06-17,Expense,1487,"","",Cash,250.0,0,-
2023-06-17,Sales Invoice,SKT001487,Cash Sale,"",Cash,0,705.0,-
2023-06-17,Payment-in,959,"LABDHEE ENTERPRISES , Chennai","SKT001380, SKT001361",Cash,0,1750.0,-
2023-06-17,Payment-in,958,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM",SKT001421,Online,0,5500.0,-
2023-06-17,Add Money,109,"","",Bank,0,1000.0,-
2023-06-17,Reduce Money,101,"","",Cash,1000.0,0,-
2023-06-16,Expense,1486,"","",Cash,50.0,0,-
2023-06-16,Expense,1485,"","",Cash,140.0,0,-
2023-06-16,Expense,1484,"","",Cash,100.0,0,-
2023-06-16,Reduce Money,100,"","",Bank,14700.0,0,-
2023-06-16,Add Money,108,"","",Cash,0,14700.0,-
2023-06-16,Payment-in,957,"LABDHEE ENTERPRISES , Chennai","SKT001361, SKT001331",Cash,0,2600.0,-
2023-06-15,Payment-out,414,"RSC TEXTILES , SOLAPUR-",461,Online,38682.0,0,-
2023-06-15,Payment-out,413,"JAIPUR TEXTILES , JAIPUR,",459,Online,12915.0,0,-
2023-06-15,Expense,1483,"","",Cash,70.0,0,-
2023-06-15,Expense,1482,"","",Cash,40.0,0,-
2023-06-15,Expense,1481,"","",Cash,440.0,0,-
2023-06-15,Expense,1480,"","",Cash,60.0,0,-
2023-06-14,Expense,1479,"","",Cash,100.0,0,-
2023-06-14,Expense,1478,"","",Cash,280.0,0,-
2023-06-14,Payment-out,412,"JAIPUR TEXTILES , JAIPUR,",459,Online,11800.0,0,-
2023-06-14,Payment-in,956,"SANTHOSH PLASTICS , TINDIVANAM","SKT001315, SKT001264, SKT001235",Online,0,20000.0,-
2023-06-14,Payment-in,955,"VIMAL ENTERPRISES ,  PUDUCHERRY-",SKT001382,Online,0,11565.0,-
2023-06-13,Expense,1477,"","",Cash,1700.0,0,-
2023-06-13,Expense,1476,"","",Cash,160.0,0,-
2023-06-13,Expense,1475,"","",Cash,160.0,0,-
2023-06-13,Expense,1474,"","",Bank,1770.0,0,-
2023-06-13,Payment-out,411,"ASHOKAA. , Komarapalayam","454, 453",Cash,24624.0,0,-
2023-06-13,Payment-in,954,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001301, SKT001291, SKT001277",Cash,0,24624.0,-
2023-06-13,Payment-in,953,"RAJA CUT PIECE , KALLAKURICHI",SKT001289,Online,0,5000.0,-
2023-06-12,Expense,1473,"","",Cash,50.0,0,-
2023-06-12,Expense,1472,"","",Cash,350.0,0,-
2023-06-12,Expense,1471,"","",Cash,420.0,0,-
2023-06-12,Expense,1470,"","",Cash,600.0,0,-
2023-06-12,Expense,1469,"","",Cash,30.0,0,-
2023-06-12,Expense,1468,"","",Cash,200.0,0,-
2023-06-12,Payment-in,952,"DIAMOND FANCY STORE , VANDAVASI","SKT001250, SKT001206, SKT001133",Online,0,10000.0,-
2023-06-10,Add Money,107,"","",Bank,0.0,0,-
2023-06-10,Expense,1467,"","",Cash,140.0,0,-
2023-06-10,Expense,1466,"","",Cash,100.0,0,-
2023-06-10,Expense,1465,"","",Cash,50.0,0,-
2023-06-10,Expense,1464,"","",Bank,290.0,0,-
2023-06-10,Payment-in,951,"NFS , UTHUKOTTAI",SKT001471,Cash,0,3745.0,-
2023-06-10,Payment-in,950,"GUNA READYMADE , VILANKANNI  NAGAPATTINAM","SKT001421, SKT001391",Online,0,5000.0,-
2023-06-10,Expense,1463,"","",Bank,240.0,0,-
2023-06-10,Expense,1462,"","",Cash,30.0,0,-
2023-06-10,Payment-in,949,"SRI RAM ENTERPRISES , Karnataka,",SKT001466,Online,0,14700.0,-
2023-06-09,Expense,1461,"","",Cash,50.0,0,-
2023-06-09,Expense,1460,"","",Cash,70.0,0,-
2023-06-09,Expense,1459,"","",Cash,1000.0,0,-
2023-06-09,Expense,1458,"","",Cash,200.0,0,-
2023-06-09,Payment-in,948,"HITHALI BANGLE STORE , CUDDALORE",SKT001469,Cash,0,4590.0,-
2023-06-09,Payment-in,947,"MK DECORS , Chennai",SKT001460,Online,0,2142.0,-
2023-06-09,Payment-in,946,"MK DECORS , Chennai",SKT001453,Online,0,4412.0,-
2023-06-08,Expense,1457,"","",Cash,140.0,0,-
2023-06-08,Payment-in,945,"MAHALAXMI GENERAL STORE , WEST TAMBARAM",SKT001364,Cash,0,10000.0,-
2023-06-08,Expense,1456,"","",Cash,6700.0,0,-
2023-06-07,Expense,1455,"","",Cash,490.0,0,-
2023-06-07,Expense,1454,"","",Cash,50.0,0,-
2023-06-07,Expense,1453,"","",Cash,590.0,0,-
2023-06-07,Expense,1452,"","",Cash,220.0,0,-
2023-06-07,Expense,1451,"","",Cash,770.0,0,-
2023-06-07,Expense,1450,"","",Cash,1070.0,0,-
2023-06-07,Expense,1449,"","",Cash,250.0,0,-
2023-06-07,Expense,1447,"","",Bank,60.0,0,-
2023-06-06,Payment-in,944,"LABDHEE ENTERPRISES , Chennai",SKT001461,Cash,0,3060.0,-
2023-06-05,Payment-in,943,"Sri Eshwari Cloth Stores , Mysuru","",Cash,0,25900.0,-
2023-06-05,Payment-in,942,"SRI RAM ENTERPRISES , Karnataka,",SKT001433,Cash,0,13782.0,-
2023-06-05,Expense,1446,"","",Cash,30.0,0,-
2023-06-03,Expense,1445,"","",Cash,10000.0,0,-
2023-06-03,Expense,1444,"","",Cash,40.0,0,-
2023-06-03,Expense,1443,"","",Cash,70.0,0,-
2023-06-03,Expense,1442,"","",Cash,300.0,0,-
2023-06-03,Expense,1441,"","",Bank,15000.0,0,-
2023-06-03,Payment-out,410,"K.L.M TEXTILES , Erode",445,Online,36120.0,0,-
2023-06-03,Expense,1439,"","",Cash,200.0,0,-
2023-06-03,Expense,1438,"","",Cash,200.0,0,-
2023-06-03,Payment-out,409,"SUMEET TEXILES , KARUR",432,Online,15946.0,0,-
2023-06-02,Expense,1437,"","",Cash,420.0,0,-
2023-06-02,Expense,1436,"","",Cash,10000.0,0,-
2023-06-02,Expense,1435,"","",Cash,100.0,0,-
2023-06-02,Expense,1434,"","",Cash,250.0,0,-
2023-06-02,Expense,1433,"","",Cash,30.0,0,-
2023-06-02,Expense,1432,"","",Cash,950.0,0,-
2023-06-02,Expense,1431,"","",Cash,220.0,0,-
2023-06-02,Expense,1430,"","",Cash,15000.0,0,-
2023-06-02,Expense,1429,"","",Cash,14000.0,0,-
2023-06-02,Expense,1428,"","",Bank,1000.0,0,-
2023-06-02,Expense,1427,"","",Cash,50.0,0,-
2023-06-02,Expense,1426,"","",Cash,50.0,0,-
2023-06-02,Expense,1425,"","",Cash,4260.0,0,-
2023-06-02,Payment-in,941,"SHREE RAJAGANAPATHY TEXTILES , Madurai",SKT001455,Online,0,10560.0,-
2023-06-02,Payment-in,940,"LABDHEE ENTERPRISES , Chennai","SKT001331, SKT001329, SKT001313",Cash,0,3060.0,-
2023-06-02,Payment-out,408,"SHYAM TEXTILES , PALLIPALAYAM, ERODE","449, 444, 441, 435",Cash,150000.0,0,-
2023-06-02,Payment-out,407,KIRAN LONE BOI,"",Cash,8000.0,0,-
2023-06-02,Payment-out,406,UKESH LOAN BOI,"",Online,10000.0,0,-
2023-06-02,Add Money,106,"","",Bank,0,44000.0,-
2023-06-02,Reduce Money,99,"","",Cash,44000.0,0,-
2023-06-01,Payment-in,939,"PRAKASH FANCY , ,CUDDALORE","",Cash,0,31500.0,-
2023-06-01,Expense,1424,"","",Cash,210.0,0,-
2023-06-01,Expense,1423,"","",Cash,210.0,0,-
2023-06-01,Expense,1422,"","",Bank,6710.0,0,-
2023-06-01,Payment-out,405,"RAMDEV TRADING COMPANY , AHMEDABAD",434,Online,18585.0,0,-
2023-06-01,Payment-out,404,"RAMDEV TRADING COMPANY , AHMEDABAD",434,Cheque,6300.0,0,-
2023-06-01,Payment-out,403,"R S TEXTILES , AMBEDKAR NAGAR U.P",424,Online,7140.0,0,-
2023-06-01,Payment-out,402,"RAMDEV TRADING COMPANY , AHMEDABAD","434, 426, 423",Cash,33700.0,0,-
2023-06-01,Payment-out,401,"R S TEXTILES , AMBEDKAR NAGAR U.P","424, 402",Cash,22000.0,0,-
2023-06-01,Add Money,105,"","",Bank,0,16500.0,-
2023-06-01,Reduce Money,98,"","",Cash,16500.0,0,-
2023-05-31,Payment-in,938,"AMBIKA FANCY STORE, Chidambaram",SKT001309,Cash,0,15000.0,-
2023-05-31,Payment-in,937,"SHA HANJARIMAL DEVICHAND , Perambalur","SKT001277, SKT001265",Cash,0,2000.0,-
2023-05-31,Expense,1421,"","",Cash,140.0,0,-
2023-05-31,Payment-out,400,"JAIPUR TEXTILES , JAIPUR,","430, 401",Online,11340.0,0,-
2023-05-31,Payment-out,399,"JAIPUR TEXTILES , JAIPUR,",430,Online,10300.0,0,-
2023-05-31,Expense,1420,"","",Cash,110.0,0,-
2023-05-31,Payment-in,936,"SRI MAHALAKSHMI FANCY , MAYAVARAM, MAYILADUTHURAI","SKT001346, SKT001158",Cash,0,5000.0,-
2023-05-31,Payment-in,935,HANEEFA TEXTILES,"SKT001392, SKT001350",Cash,0,20000.0,-
2023-05-31,Payment-in,934,"NEW BALU VALAYAL MANDI ,  MAYILADUTHURAI","SKT001440, SKT001405, SKT001343",Cash,0,9312.0,-
2023-05-31,Payment-in,933,"RAJASTHAN TRADING , MAYAVARAM, MAYILADUTHURAI",SKT001379,Cash,0,5000.0,-
2023-05-31,Payment-in,932,"KAVITA STORES , Karaikal, Puducherry","SKT001373, SKT001273",Cash,0,20000.0,-
2023-05-31,Add Money,104,"","",Bank,0,40000.0,-
2023-05-31,Reduce Money,97,"","",Cash,40000.0,0,-
2023-05-31,Payment-in,931,"SANJAY FANCY STORE , Nagapattinam","SKT001300, SKT001226",Cash,0,30000.0,-
2023-05-30,Payment-in,930,"BISMI CUT PIECE, THANJAUR","SKT001365, SKT001308",Cash,0,20000.0,-
2023-05-30,Payment-in,929,"SANGEETHA FASHIONS , THANJAVUR","SKT001432, SKT001321",Cash,0,15000.0,-
2023-05-30,Expense,1419,"","",Cash,100.0,0,-
2023-05-30,Expense,1418,"","",Cash,2100.0,0,-
2023-05-30,Expense,1417,"","",Cash,9000.0,0,-
2023-05-30,Expense,1416,"","",Cash,30.0,0,-
2023-05-30,Expense,1415,"","",Cash,210.0,0,-
2023-05-30,Expense,1414,"","",Bank,410.0,0,-
2023-05-30,Payment-in,928,"RANUJA FANCY STORE , MANNARGUDI","SKT001378, SKT001339",Cash,0,5000.0,-
2023-05-30,Payment-in,927,"SRI DHANALAKSHMI FANCY STORE , THIRUTHURAIPOONDI","SKT001347, SKT001305",Cash,0,10000.0,-
2023-05-30,Payment-in,926,"JAI BHAVANI , Thiruthuraipoondi",SKT001311,Cash,0,10650.0,-
2023-05-29,Expense,1413,"","",Bank,12.0,0,-
2023-05-29,Expense,1411,"","",Cash,50.0,0,-
2023-05-29,Payment-in,924,"BISMI CUT PIECE, PATTUKOTTAI","SKT001239, SKT001224",Cash,0,20000.0,-
2023-05-29,Payment-in,923,"SREE LAKSHMI FANCY  , ARANTHANGI",SKT001341,Cash,0,7000.0,-
2023-05-29,Payment-in,922,"SREE RAJENDRA TRADING COMPANY , Trichy",SKT001065,Cash,0,5000.0,-
2023-05-29,Payment-in,921,"USHA NX , Trichy","SKT001416, SKT001225, SKT00989",Cash,0,36900.0,-
2023-05-27,Expense,1412,"","",Cash,60.0,0,-
2023-05-27,Payment-in,920,"AJ TEXTILES , Villupram","SKT001317, SKT001266",Cash,0,40000.0,-
2023-05-27,Payment-in,919,"RAMDEV , Ulundurpet","SKT001130, SKT00953",Cash,0,14000.0,-
2023-05-27,Payment-in,918,"SRI POTHYS SILK EMPORIUM , VIRUDHACHALAM,","",Cash,0,7350.0,-
